"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Status"
"antique-comb-used-for-weaving-moroccan-rugs","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548971040/f2d37d1a-2df4-43dd-b5cc-ab7bc74101dc.webp","3",""
"antique-comb-used-for-weaving-moroccan-rugs","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548971042/13f52bda-fa5a-4a07-82bb-44ab2db75f9d.jpg","4",""
"antique-comb-used-for-weaving-moroccan-rugs","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548971022/b1802f28-d18f-4979-98dd-2b77dfa71c1d.webp","5",""
"antique-comb-used-for-weaving-moroccan-rugs","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548971020/b7962c8a-f716-461a-8a46-d9922248065b.webp","6",""
"antique-comb-used-for-weaving-moroccan-rugs","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548971008/99cfc9bb-c0bc-43f6-9d7a-ab0ddb837884.webp","7",""
"loom-beater-african-art","Loom Beater African Art","","The Roots Corner","african-decoration","african-decoration","TRUE","Title","Default Title","loom-beater-african-art","shopify","1","deny","manual","180","TRUE","TRUE","https://storage.e.jimdo.com/image/550028884/efbd45dc-3776-4772-938c-d3e2708b9bd6.jpg","1","active"
"loom-beater-african-art","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028916/d9ab1c96-4012-4f35-a883-1e6e5793c0e8.jpg","2",""
"loom-beater-african-art","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028912/94a7f79c-8612-4e07-8030-cd9c61fbf987.jpg","3",""
"loom-beater-african-art","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028872/e437d52d-b6ae-4c89-84e8-d676cb1445a7.jpg","4",""
"loom-beater-african-art","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028865/5b7108fc-0be2-4b13-857d-57af7413f8b1.jpg","5",""
"loom-beater-african-art","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028848/41017294-9740-4f4b-847d-30424d1fa286.jpg","6",""
"loom-beater-african-art","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028847/6302d645-6792-44d2-8220-83332e602263.jpg","7",""
"vintage-moroccan-shelf-berbere","Vintage Moroccan Shelf (Berbere)","","The Roots Corner","african-decoration","african-decoration","TRUE","Title","Default Title","vintage-moroccan-shelf-berbere","shopify","1","deny","manual","95","TRUE","TRUE","https://storage.e.jimdo.com/image/550028899/5d9996a3-92ff-41da-ac3b-3b0a4e811c15.jpg","1","active"
"vintage-moroccan-shelf-berbere","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028871/d077797d-aacf-42c4-8ea5-15b0f98c6f1f.jpg","2",""
"vintage-moroccan-shelf-berbere","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028870/7faeec62-5dc6-43fd-abc1-262acd2f244d.jpg","3",""
"vintage-moroccan-shelf-berbere","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028859/34358ecb-ba02-4642-9311-360489aa460a.jpg","4",""
"vintage-moroccan-shelf-berbere","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028844/6985fd6a-4ff1-4c5b-9dd7-e37132f63570.jpg","5",""
"vintage-moroccan-shelf-berbere","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028842/5c6fa2d2-5b2b-41b2-84fe-72a91e529de5.jpg","6",""
"turtle-shaped-indonesia","Turtle-Shaped Indonesia","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","turtle-shaped-indonesia","shopify","1","deny","manual","380","TRUE","TRUE","https://storage.e.jimdo.com/image/545793676/bb6c61e8-bcdd-4464-a228-fe775f51f39b.jpg","1","active"
"turtle-shaped-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/545793851/17353a74-5ef2-4213-b3e1-3cf98566b239.jpg","2",""
"turtle-shaped-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/545793737/01307178-59f4-4df3-90dd-4409e6bbc4ef.jpg","3",""
"turtle-shaped-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/545793736/c9b14b2f-d370-4704-910d-d838d207964e.jpg","4",""
"turtle-shaped-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/545793735/655af94e-7388-4f64-b13d-9e8de2b6594d.jpg","5",""
"turtle-shaped-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/545793734/646cc460-b91a-465c-8ee4-270f97b57252.jpg","6",""
"vintage-moroccan-teapot","Vintage Moroccan Teapot","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","vintage-moroccan-teapot","shopify","1","deny","manual","35","TRUE","TRUE","https://storage.e.jimdo.com/image/548967129/9ce6e1b7-d648-4723-9696-96c6394fcbe6.jpg","1","active"
"vintage-moroccan-teapot","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548967695/8da50afe-a5e3-48db-8dad-4fe22615ef58.webp","2",""
"vintage-moroccan-teapot","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548967480/99f6a5f7-01af-48db-bac8-c7ca380a183f.jpg","3",""
"vintage-moroccan-teapot","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548967437/0e4e7174-d0e1-403b-9ed1-a29e3bdc5980.webp","4",""
"vintage-moroccan-teapot","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548967235/ac2a092d-510f-4d0a-87d2-850a3348a764.webp","5",""
"vintage-moroccan-teapot","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548967169/c42bbf7b-6a1a-49b5-b6f2-af7212277723.webp","6",""
"antique-lombok-spinning-top","Antique Lombok Spinning Top","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","antique-lombok-spinning-top","shopify","1","deny","manual","380","TRUE","TRUE","https://storage.e.jimdo.com/image/545779037/dc95828f-b79f-422a-937d-f02bea1b31a8.jpg","1","active"
"antique-lombok-spinning-top","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548472357/12ee575c-c77b-4b44-bd1e-beb433590912.jpg","2",""
"antique-lombok-spinning-top","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548472350/5db73f62-5edf-4645-87d0-619674ea5bd2.jpg","3",""
"antique-lombok-spinning-top","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/548472348/b43ee05f-a1b4-4111-ae71-09e2d4bcce46.jpg","4",""
"spinning-top-gasing-indonesia","Spinning Top (Gasing Indonesia)","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","spinning-top-gasing-indonesia","shopify","1","deny","manual","85","TRUE","TRUE","https://storage.e.jimdo.com/image/550028829/9e3c30b5-22ed-4cfe-9154-9a600ff6bccf.jpg","1","active"
"spinning-top-gasing-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028831/c17e341b-1402-4cf5-b6e4-4aa65e962ab5.jpg","2",""
"spinning-top-gasing-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028833/500090e7-dbe7-4e5c-a19e-ad81285188be.jpg","3",""
"spinning-top-gasing-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028835/dc77e744-e52e-4f49-a053-db8af494cf6c.jpg","4",""
"spinning-top-gasing-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028834/ac94385f-ba93-497a-a351-79c63093c12c.jpg","5",""
"spinning-top-gasing-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028830/f93fae9e-ea8c-4b7f-a668-b9381b632818.jpg","6",""
"spinning-top-gasing-indonesia","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028828/b3a5d4be-c7fa-4316-9779-0bb65f75fa5e.jpg","7",""
"spice-rack-morocco","Spice Rack Morocco","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","spice-rack-morocco","shopify","1","deny","manual","120","TRUE","TRUE","https://storage.e.jimdo.com/image/550028858/fe1c429b-d73c-471b-9a0d-5f8272608d90.jpg","1","active"
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028914/ff2d737b-0a9e-46df-a76a-03b7749be94c.jpg","2",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028901/b7e6244b-d43c-4f42-ae9b-636d3c10a5fd.jpg","3",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550991058/8f3ed0af-5a81-480a-a7c8-d27efa08a7a7.jpg","4",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028861/50b1fd87-6a72-4e95-92b7-d4ef331a440b.jpg","5",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028860/740874bd-56e9-4497-bfce-be6766ce823f.jpg","6",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028857/743d5da3-a8bb-4fe5-b820-7796d4fa5b1b.jpg","7",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028851/8a4028b8-9e36-4a19-a70d-2d5448a7cc2a.jpg","8",""
"spice-rack-morocco","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028846/e691fecf-c3a5-4d8a-86be-d0377d059184.jpg","9",""
"decorative-iron-disc-indonesian","Decorative Iron Disc (Indonesian)","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","decorative-iron-disc-indonesian","shopify","1","deny","manual","380","TRUE","TRUE","https://storage.e.jimdo.com/image/550028845/1b8813e8-4727-4b64-b45d-5ea3c65d32a9.jpg","1","active"
"decorative-iron-disc-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028853/68cddd13-4f7d-4b35-9b22-e2a37e177f01.jpg","2",""
"decorative-iron-disc-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028913/3dcf50e8-7406-4022-ba29-117ee8d48f4a.jpg","3",""
"decorative-iron-disc-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028873/6657bbce-bddc-4f2f-a7f5-0da37531ced3.jpg","4",""
"decorative-iron-disc-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028869/c7cf1479-a3e7-4aae-a9b6-928e5d4a5f39.jpg","5",""
"lombok-weel-indonesian","Lombok Weel (Indonesian)","","The Roots Corner","decoration","decoration","TRUE","Title","Default Title","lombok-weel-indonesian","shopify","0","deny","manual","85","TRUE","TRUE","https://storage.e.jimdo.com/image/550028827/5ea58363-8c70-4e76-85a1-5d0c29f084f9.jpg","1","active"
"lombok-weel-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028821/e052b015-a113-45d0-9db2-10f54218edbd.jpg","2",""
"lombok-weel-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028820/a06749b1-feb7-48e1-9b5a-dadc50aa6667.jpg","3",""
"lombok-weel-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028836/fc563e82-41f2-4d5b-9112-50a1ce28c6de.jpg","4",""
"lombok-weel-indonesian","","","","","","","","","","","","","","","","","https://storage.e.jimdo.com/image/550028832/e3d2b60a-5b54-4617-92c8-37b644265a39.jpg","5",""
